arxiv id,title,published,author(s),abs link,pdf link,journal ref,comment,abstract
2411.08286v1,Hashing for Protein Structure Similarity Search,2024-11-13T02:02:52Z,"Jin Han, Wu-Jun Li",http://arxiv.org/abs/2411.08286v1,http://arxiv.org/pdf/2411.08286v1,No journal ref found,No comment found,"Protein structure similarity search (PSSS), which tries to search proteins
with similar structures, plays a crucial role across diverse domains from drug
design to protein function prediction and molecular evolution. Traditional
alignment-based PSSS methods, which directly calculate alignment on the protein
structures, are highly time-consuming with high memory cost. Recently,
alignment-free methods, which represent protein structures as fixed-length
real-valued vectors, are proposed for PSSS. Although these methods have lower
time and memory cost than alignment-based methods, their time and memory cost
is still too high for large-scale PSSS, and their accuracy is unsatisfactory.
In this paper, we propose a novel method, called
$\underline{\text{p}}$r$\underline{\text{o}}$tein
$\underline{\text{s}}$tructure $\underline{\text{h}}$ashing (POSH), for PSSS.
POSH learns a binary vector representation for each protein structure, which
can dramatically reduce the time and memory cost for PSSS compared with
real-valued vector representation based methods. Furthermore, in POSH we also
propose expressive hand-crafted features and a structure encoder to well model
both node and edge interactions in proteins. Experimental results on real
datasets show that POSH can outperform other methods to achieve
state-of-the-art accuracy. Furthermore, POSH achieves a memory saving of more
than six times and speed improvement of more than four times, compared with
other methods."
1510.00953v1,A topological approach for protein classification,2015-10-04T17:12:13Z,"Zixuan Cang, Lin Mu, Kedi Wu, Kristopher Opron, Kelin Xia, Guo-Wei Wei",http://arxiv.org/abs/1510.00953v1,http://arxiv.org/pdf/1510.00953v1,No journal ref found,No comment found,"Protein function and dynamics are closely related to its sequence and
structure. However prediction of protein function and dynamics from its
sequence and structure is still a fundamental challenge in molecular biology.
Protein classification, which is typically done through measuring the
similarity be- tween proteins based on protein sequence or physical
information, serves as a crucial step toward the understanding of protein
function and dynamics. Persistent homology is a new branch of algebraic
topology that has found its success in the topological data analysis in a
variety of disciplines, including molecular biology. The present work explores
the potential of using persistent homology as an indepen- dent tool for protein
classification. To this end, we propose a molecular topological fingerprint
based support vector machine (MTF-SVM) classifier. Specifically, we construct
machine learning feature vectors solely from protein topological fingerprints,
which are topological invariants generated during the filtration process. To
validate the present MTF-SVM approach, we consider four types of problems.
First, we study protein-drug binding by using the M2 channel protein of
influenza A virus. We achieve 96% accuracy in discriminating drug bound and
unbound M2 channels. Additionally, we examine the use of MTF-SVM for the
classification of hemoglobin molecules in their relaxed and taut forms and
obtain about 80% accuracy. The identification of all alpha, all beta, and
alpha-beta protein domains is carried out in our next study using 900 proteins.
We have found a 85% success in this identifica- tion. Finally, we apply the
present technique to 55 classification tasks of protein superfamilies over 1357
samples. An average accuracy of 82% is attained. The present study establishes
computational topology as an independent and effective alternative for protein
classification."
2204.09042v3,"Accelerating Inhibitor Discovery With A Deep Generative Foundation
  Model: Validation for SARS-CoV-2 Drug Targets",2022-04-19T17:59:46Z,"Vijil Chenthamarakshan, Samuel C. Hoffman, C. David Owen, Petra Lukacik, Claire Strain-Damerell, Daren Fearon, Tika R. Malla, Anthony Tumber, Christopher J. Schofield, Helen M. E. Duyvesteyn, Wanwisa Dejnirattisai, Loic Carrique, Thomas S. Walter, Gavin R. Screaton, Tetiana Matviiuk, Aleksandra Mojsilovic, Jason Crain, Martin A. Walsh, David I. Stuart, Payel Das",http://arxiv.org/abs/2204.09042v3,http://arxiv.org/pdf/2204.09042v3,No journal ref found,"Revised title, abstract, and text; additional figures","The discovery of novel inhibitor molecules for emerging drug-target proteins
is widely acknowledged as a challenging inverse design problem: Exhaustive
exploration of the vast chemical search space is impractical, especially when
the target structure or active molecules are unknown. Here we validate
experimentally the broad utility of a deep generative framework trained
at-scale on protein sequences, small molecules, and their mutual interactions
-- that is unbiased toward any specific target. As demonstrators, we consider
two dissimilar and relevant SARS-CoV-2 targets: the main protease and the spike
protein (receptor binding domain, RBD). To perform target-aware design of novel
inhibitor molecules, a protein sequence-conditioned sampling on the generative
foundation model is performed. Despite using only the target sequence
information, and without performing any target-specific adaptation of the
generative model, micromolar-level inhibition was observed in in vitro
experiments for two candidates out of only four synthesized for each target.
The most potent spike RBD inhibitor also exhibited activity against several
variants in live virus neutralization assays. These results therefore establish
that a single, broadly deployable generative foundation model for accelerated
hit discovery is effective and efficient, even in the most general case where
neither target structure nor binder information is available."
2106.02190v6,"Spatial Graph Attention and Curiosity-driven Policy for Antiviral Drug
  Discovery",2021-06-04T00:36:47Z,"Yulun Wu, Mikaela Cashman, Nicholas Choma, Érica T. Prates, Verónica G. Melesse Vergara, Manesh Shah, Andrew Chen, Austin Clyde, Thomas S. Brettin, Wibe A. de Jong, Neeraj Kumar, Martha S. Head, Rick L. Stevens, Peter Nugent, Daniel A. Jacobson, James B. Brown",http://arxiv.org/abs/2106.02190v6,http://arxiv.org/pdf/2106.02190v6,No journal ref found,No comment found,"We developed Distilled Graph Attention Policy Network (DGAPN), a
reinforcement learning model to generate novel graph-structured chemical
representations that optimize user-defined objectives by efficiently navigating
a physically constrained domain. The framework is examined on the task of
generating molecules that are designed to bind, noncovalently, to functional
sites of SARS-CoV-2 proteins. We present a spatial Graph Attention (sGAT)
mechanism that leverages self-attention over both node and edge attributes as
well as encoding the spatial structure -- this capability is of considerable
interest in synthetic biology and drug discovery. An attentional policy network
is introduced to learn the decision rules for a dynamic, fragment-based
chemical environment, and state-of-the-art policy gradient techniques are
employed to train the network with stability. Exploration is driven by the
stochasticity of the action space design and the innovation reward bonuses
learned and proposed by random network distillation. In experiments, our
framework achieved outstanding results compared to state-of-the-art algorithms,
while reducing the complexity of paths to chemical synthesis."
2201.00287v3,"Drug repurposing for SARS-COV-2: A high-throughput molecular docking,
  molecular dynamics, machine learning, & ab-initio study",2022-01-02T04:22:50Z,"Jatin Kashyap, Dibakar Datta",http://arxiv.org/abs/2201.00287v3,http://arxiv.org/pdf/2201.00287v3,No journal ref found,No comment found,"A molecule of dimension 125nm has caused around 479 Million human infections
(80M for the USA) & 6.1 Million human deaths (977,000 for the USA) worldwide
and slashed the global economy by US$ 8.5 Trillion over two years. The only
other events in recent history that caused comparative human life loss through
direct usage (either by (wo)man or nature, respectively) of structure-property
relations of 'nano-structures' (either (wo)man-made or nature, respectively)
were nuclear bomb attacks of Japanese cities by the USA during World War II and
1918 Flu Pandemic. This molecule is SARS-CoV-2, which causes a disease known as
COVID-19. The high liability cost of the pandemic had incentivized various
private, government, and academic entities to work towards finding a cure for
these & emerging diseases. As result, multiple vaccine candidates are
discovered to avoid the infection in first place. But so far, there has been no
success in finding fully effective therapeutics candidates. In this paper, we
attempted to provide multiple therapy candidates based upon a sophisticated
multi-scale in-silico framework. We have used the following robust framework to
screen the ligands; Step-I: high throughput docking, Step-II: molecular
dynamics, Step-III: density functional theory analysis. In total, we have
analyzed 2.2 Million unique protein binding site/ligand combinations. The
proteins were selected based on recent experimental studies. Step-I had
filtered that number down to 10 ligands/protein based on molecular docking
binding energy, further screening down to 2 ligands/protein based on
drug-likeness analysis. Additionally, these two ligands/proteins were
investigated in Step-II with a molecular dynamic based RMSD analysis. It
finally suggested three ligands (ZINC1176619532, ZINC517580540, ZINC952855827)
attacking different binding sites of the protein(7BV2), which were further
analyzed in Step III."
2409.07189v1,"A Perspective on AI-Guided Molecular Simulations in VR: Exploring
  Strategies for Imitation Learning in Hyperdimensional Molecular Systems",2024-09-11T11:21:02Z,"Mohamed Dhouioui, Jonathan Barnoud, Rhoslyn Roebuck Williams, Harry J. Stroud, Phil Bates, David R. Glowacki",http://arxiv.org/abs/2409.07189v1,http://arxiv.org/pdf/2409.07189v1,No journal ref found,"(Accepted for presentation at the First Workshop on ""eXtended Reality
  \& Intelligent Agents"" (XRIA24) @ ECAI24, Santiago De Compostela (Spain), 20
  October 2024)","Molecular dynamics simulations are a crucial computational tool for
researchers to understand and engineer molecular structure and function in
areas such as drug discovery, protein engineering, and material design. Despite
their utility, MD simulations are expensive, owing to the high dimensionality
of molecular systems. Interactive molecular dynamics in virtual reality
(iMD-VR) has recently been developed as a 'human-in-the-loop' strategy, which
leverages high-performance computing to accelerate the researcher's ability to
solve the hyperdimensional sampling problem. By providing an immersive 3D
environment that enables visualization and manipulation of real-time molecular
motion, iMD-VR enables researchers and students to efficiently and intuitively
explore and navigate these complex, high-dimensional systems. iMD-VR platforms
offer a unique opportunity to quickly generate rich datasets that capture human
experts' spatial insight regarding molecular structure and function. This paper
explores the possibility of employing user-generated iMD-VR datasets to train
AI agents via imitation learning (IL). IL is an important technique in robotics
that enables agents to mimic complex behaviors from expert demonstrations, thus
circumventing the need for explicit programming or intricate reward design. We
review the utilization of IL for manipulation tasks in robotics and discuss how
iMD-VR recordings could be used to train IL models for solving specific
molecular 'tasks'. We then investigate how such approaches could be applied to
the data captured from iMD-VR recordings. Finally, we outline the future
research directions and potential challenges of using AI agents to augment
human expertise to efficiently navigate conformational spaces, highlighting how
this approach could provide valuable insight across domains such as materials
science, protein engineering, and computer-aided drug design."
2502.16378v1,"Auto-ADMET: An Effective and Interpretable AutoML Method for Chemical
  ADMET Property Prediction",2025-02-22T22:54:08Z,"Alex G. C. de Sá, David B. Ascher",http://arxiv.org/abs/2502.16378v1,http://arxiv.org/pdf/2502.16378v1,No journal ref found,No comment found,"Machine learning (ML) has been playing important roles in drug discovery in
the past years by providing (pre-)screening tools for prioritising chemical
compounds to pass through wet lab experiments. One of the main ML tasks in drug
discovery is to build quantitative structure-activity relationship (QSAR)
models, associating the molecular structure of chemical compounds with an
activity or property. These properties -- including absorption, distribution,
metabolism, excretion and toxicity (ADMET) -- are essential to model compound
behaviour, activity and interactions in the organism. Although several methods
exist, the majority of them do not provide an appropriate model's
personalisation, yielding to bias and lack of generalisation to new data since
the chemical space usually shifts from application to application. This fact
leads to low predictive performance when completely new data is being tested by
the model. The area of Automated Machine Learning (AutoML) emerged aiming to
solve this issue, outputting tailored ML algorithms to the data at hand.
Although an important task, AutoML has not been practically used to assist
cheminformatics and computational chemistry researchers often, with just a few
works related to the field. To address these challenges, this work introduces
Auto-ADMET, an interpretable evolutionary-based AutoML method for chemical
ADMET property prediction. Auto-ADMET employs a Grammar-based Genetic
Programming (GGP) method with a Bayesian Network Model to achieve comparable or
better predictive performance against three alternative methods -- standard GGP
method, pkCSM and XGBOOST model -- on 12 benchmark chemical ADMET property
prediction datasets. The use of a Bayesian Network model on Auto-ADMET's
evolutionary process assisted in both shaping the search procedure and
interpreting the causes of its AutoML performance."
2504.03847v2,"Interpretable Multimodal Learning for Tumor Protein-Metal Binding:
  Progress, Challenges, and Perspectives",2025-04-04T18:10:00Z,"Xiaokun Liu, Sayedmohammadreza Rastegari, Yijun Huang, Sxe Chang Cheong, Weikang Liu, Wenjie Zhao, Qihao Tian, Hongming Wang, Yingjie Guo, Shuo Zhou, Sina Tabakhi, Xianyuan Liu, Zheqing Zhu, Wei Sang, Haiping Lu",http://arxiv.org/abs/2504.03847v2,http://arxiv.org/pdf/2504.03847v2,No journal ref found,No comment found,"In cancer therapeutics, protein-metal binding mechanisms critically govern
the pharmacokinetics and targeting efficacy of drugs, thereby fundamentally
shaping the rational design of anticancer metallodrugs. While conventional
laboratory methods used to study such mechanisms are often costly, low
throughput, and limited in capturing dynamic biological processes, machine
learning (ML) has emerged as a promising alternative. Despite increasing
efforts to develop protein-metal binding datasets and ML algorithms, the
application of ML in tumor protein-metal binding remains limited. Key
challenges include a shortage of high-quality, tumor-specific datasets,
insufficient consideration of multiple data modalities, and the complexity of
interpreting results due to the ''black box'' nature of complex ML models. This
paper summarizes recent progress and ongoing challenges in using ML to predict
tumor protein-metal binding, focusing on data, modeling, and interpretability.
We present multimodal protein-metal binding datasets and outline strategies for
acquiring, curating, and preprocessing them for training ML models. Moreover,
we explore the complementary value provided by different data modalities and
examine methods for their integration. We also review approaches for improving
model interpretability to support more trustworthy decisions in cancer
research. Finally, we offer our perspective on research opportunities and
propose strategies to address the scarcity of tumor protein data and the
limited number of predictive models for tumor protein-metal binding. We also
highlight two promising directions for effective metal-based drug design:
integrating protein-protein interaction data to provide structural insights
into metal-binding events and predicting structural changes in tumor proteins
after metal binding."
cond-mat/0410436v1,Some New Aspects of Dendrimer Applications,2004-10-18T11:18:09Z,"Ophir Flomenbom, Roey J. Amir, Doron Shabat, Joseph Klafter",http://arxiv.org/abs/cond-mat/0410436v1,http://arxiv.org/pdf/cond-mat/0410436v1,"J. Lumin. 111, 315-325 (2005)","~7 journal pages, 10 figrues, J. Lumi., in press","Dendrimers are characterized by special features that make them promising
candidates for many applications. Here we focus on two such applications:
dendrimers as light harvesting antennae, and dendrimers as molecular
amplifiers, which may serve as novel platforms for drug delivery. Both
applications stem from the unique structure of dendrimers. We present a
theoretical framework based on the master equation within which we describe
these applications. The quantities of interest are the first passage time (FPT)
probability density function (PDF), and its moments. We examine how the FPT PDF
and its characteristics depend on the geometric and energetic structures of the
dendrimeric system. In particular, we investigate the dependence of the FPT
properties on the number of generations (dendrimer size), and the system bias.
We present analytical expressions for the FPT PDF for very efficient
dendrimeric antennae and for dendrimeric amplifiers. For these cases the mean
first passage time scales linearly with the system length, and fluctuations
around the mean first passage time are negligible for large systems.
Relationships of the FPT to light harvesting process for other types of
system-bias are discussed."
cond-mat/0412089v1,Nanopercolation,2004-12-03T23:06:35Z,"J. S. Andrade Jr, D. L. Azevedo, R. Correa Filho, R. N. Costa Filho",http://arxiv.org/abs/cond-mat/0412089v1,http://arxiv.org/pdf/cond-mat/0412089v1,"Nano Letters 5, 1483 (2005)","4 pages, 5 figures","We investigate through direct molecular mechanics calculations the
geometrical properties of hydrocarbon mantles subjected to percolation
disorder. We show that the structures of mantles generated at the critical
percolation point have a fractal dimension $d_{f} \approx 2.5$. In addition,
the solvent access surface $A_{s}$ and volume $V_{s}$ of these molecules follow
power-law behavior, $A_{s} \sim L^{\alpha_A}$ and $V_{s} \sim L^{\alpha_V}$,
where $L$ is the system size, and with both critical exponents $\alpha_A$ and
$\alpha_V$ being significantly dependent on the radius of the accessing probing
molecule, $r_{p}$. Our results from extensive simulations with two distinct
microscopic topologies (i.e., square and honeycomb) indicate the consistency of
the statistical analysis and confirm the self-similar characteristic of the
percolating hydrocarbons. Due to their highly branched topology, some of the
potential applications for this new class of disordered molecules include drug
delivery, catalysis, and supramolecular structures."
cond-mat/0511240v1,"Molecular Dynamics Study of Charged Dendrimers in Salt-Free Solution:
  Effect of Counterions",2005-11-09T22:03:18Z,"Andrey A. Gurtovenko, Sergey V. Lyulin, Mikko Karttunen, Ilpo Vattulainen",http://arxiv.org/abs/cond-mat/0511240v1,http://arxiv.org/pdf/cond-mat/0511240v1,No journal ref found,No comment found,"Polyamidoamine (PAMAM) dendrimers, being protonated under physiological
conditions, represent a promising class of nonviral, nano-sized vectors for
drug and gene delivery. We performed extensive molecular dynamics simulations
of a generic model dendrimer in a salt-free solution with dendrimer's terminal
beads positively charged. Solvent molecules as well as counterions were
explicitly included as interacting beads. We find that the size of the charged
dendrimer depends non-monotonically on the strength of electrostatic
interactions demonstrating a maximum when the Bjerrum length equals the
diameter of a bead. Many other structural and dynamic characteristics of
charged dendrimers are also found to follow this pattern. We address such a
behavior to the interplay between repulsive interactions of the charged
terminal beads and their attractive interactions with oppositely charged
counterions. The former favors swelling at small Bjerrum lengths and the latter
promotes counterion condensation. Thus, counterions can have a dramatic effect
on the structure and dynamics of charged dendrimers and, under certain
conditions, cannot be treated implicitly."
0907.1531v1,"A new protein binding pocket similarity measure based on comparison of
  3D atom clouds: application to ligand prediction",2009-07-09T13:10:09Z,"Brice Hoffmann, Mikhail Zaslavskiy, Jean-Philippe Vert, Véronique Stoven",http://arxiv.org/abs/0907.1531v1,http://arxiv.org/pdf/0907.1531v1,No journal ref found,No comment found,"Motivation: Prediction of ligands for proteins of known 3D structure is
important to understand structure-function relationship, predict molecular
function, or design new drugs. Results: We explore a new approach for ligand
prediction in which binding pockets are represented by atom clouds. Each target
pocket is compared to an ensemble of pockets of known ligands. Pockets are
aligned in 3D space with further use of convolution kernels between clouds of
points. Performance of the new method for ligand prediction is compared to
those of other available measures and to docking programs. We discuss two
criteria to compare the quality of similarity measures: area under ROC curve
(AUC) and classification based scores. We show that the latter is better suited
to evaluate the methods with respect to ligand prediction. Our results on
existing and new benchmarks indicate that the new method outperforms other
approaches, including docking. Availability: The new method is available at
http://cbio.ensmp.fr/paris/ Contact: mikhail.zaslavskiy@mines-paristech.fr"
1002.4042v3,A measure of individual role in collective dynamics,2010-02-22T21:05:18Z,"Konstantin Klemm, M. Angeles Serrano, Victor M. Eguiluz, Maxi San Miguel",http://arxiv.org/abs/1002.4042v3,http://arxiv.org/pdf/1002.4042v3,"Scientific Reports 2, 292 (2012)",accepted for publication in Scientific Reports,"Identifying key players in collective dynamics remains a challenge in several
research fields, from the efficient dissemination of ideas to drug target
discovery in biomedical problems. The difficulty lies at several levels: how to
single out the role of individual elements in such intermingled systems, or
which is the best way to quantify their importance. Centrality measures
describe a node's importance by its position in a network. The key issue
obviated is that the contribution of a node to the collective behavior is not
uniquely determined by the structure of the system but it is a result of the
interplay between dynamics and network structure. We show that dynamical
influence measures explicitly how strongly a node's dynamical state affects
collective behavior. For critical spreading, dynamical influence targets nodes
according to their spreading capabilities. For diffusive processes it
quantifies how efficiently real systems may be controlled by manipulating a
single node."
1206.6399v1,"Demand-Driven Clustering in Relational Domains for Predicting Adverse
  Drug Events",2012-06-27T19:59:59Z,"Jesse Davis, Vitor Santos Costa, Peggy Peissig, Michael Caldwell, Elizabeth Berg, David Page",http://arxiv.org/abs/1206.6399v1,http://arxiv.org/pdf/1206.6399v1,No journal ref found,"Appears in Proceedings of the 29th International Conference on
  Machine Learning (ICML 2012)","Learning from electronic medical records (EMR) is challenging due to their
relational nature and the uncertain dependence between a patient's past and
future health status. Statistical relational learning is a natural fit for
analyzing EMRs but is less adept at handling their inherent latent structure,
such as connections between related medications or diseases. One way to capture
the latent structure is via a relational clustering of objects. We propose a
novel approach that, instead of pre-clustering the objects, performs a
demand-driven clustering during learning. We evaluate our algorithm on three
real-world tasks where the goal is to use EMRs to predict whether a patient
will have an adverse reaction to a medication. We find that our approach is
more accurate than performing no clustering, pre-clustering, and using
expert-constructed medical heterarchies."
1308.5873v1,"Computing 1-D atomic densities in macromolecular simulations: the
  Density Profile Tool for VMD",2013-08-27T13:49:43Z,Toni Giorgino,http://arxiv.org/abs/1308.5873v1,http://arxiv.org/pdf/1308.5873v1,No journal ref found,No comment found,"Molecular dynamics simulations have a prominent role in biophysics and drug
discovery due to the atomistic information they provide on the structure,
energetics and dynamics of biomolecules. Specialized software packages are
required to analyze simulated trajectories, either interactively or via
scripts, to derive quantities of interest and provide insight for further
experiments. This paper presents the Density Profile Tool, a package that
enhances the Visual Molecular Dynamics environment with the ability to
interactively compute and visualize 1-D projections of various density
functions of molecular models. We describe how the plugin is used to perform
computations both via a graphical interface and programmatically. Results are
presented for realistic examples, all-atom bilayer models, showing how mass and
electron densities readily provide measurements such as membrane thickness,
location of structural elements, and how they compare to X-ray diffraction
experiments."
1312.1670v1,An agent-based epidemiological model of incarceration,2013-12-05T20:12:05Z,"Kristian Lum, Samarth Swarup, Stephen Eubank, James Hawdon",http://arxiv.org/abs/1312.1670v1,http://arxiv.org/pdf/1312.1670v1,No journal ref found,No comment found,"We build an agent-based model of incarceration based on the SIS model of
infectious disease propagation. Our central hypothesis is that the observed
racial disparities in incarceration rates between Black and White Americans can
be explained as the result of differential sentencing between the two
demographic groups. We demonstrate that if incarceration can be spread through
a social influence network, then even relatively small differences in
sentencing can result in the large disparities in incarceration rates.
Controlling for effects of transmissibility, susceptibility, and influence
network structure, our model reproduces the observed large disparities in
incarceration rates given the differences in sentence lengths for White and
Black drug offenders in the United States without extensive parameter tuning.
We further establish the suitability of the SIS model as applied to
incarceration, as the observed structural patterns of recidivism are an
emergent property of the model. In fact, our model shows a remarkably close
correspondence with California incarceration data, without requiring any
parameter tuning. This work advances efforts to combine the theories and
methods of epidemiology and criminology."
1407.4071v1,Ten Simple Rules for Creating Biomolecular Graphics,2014-07-15T17:48:16Z,Cameron Mura,http://arxiv.org/abs/1407.4071v1,http://arxiv.org/pdf/1407.4071v1,"PLoS Computational Biology (2010), 6(8): e1000918","3 pages, 0 figures; see also the full-length article in PLoS
  Computational Biology (cited below)","One need only compare the number of three-dimensional molecular illustrations
in the first (1990) and third (2004) editions of Voet & Voet's ""Biochemistry""
in order to appreciate this field's profound communicative value in modern
biological sciences -- ranging from medicine, physiology, and cell biology, to
pharmaceutical chemistry and drug design, to structural and computational
biology. The clich\'e about a picture being worth a thousand words is quite
poignant here: The information 'content' of an effectively-constructed piece of
molecular graphics can be immense. Because biological function arises from
structure, it is difficult to overemphasize the utility of visualization and
graphics in molding our current understanding of the molecular nature of
biological systems. Nevertheless, creating effective molecular graphics is not
easy -- neither conceptually, nor in terms of effort required. The present
collection of Rules is meant as a guide for those embarking upon their first
molecular illustrations."
1412.4117v1,"Molecular simulation of translational and rotational diffusion of Janus
  nanoparticles at liquid interfaces",2014-12-12T03:58:13Z,"Hossein Rezvantalab, German Drazer, Shahab Shojaei-Zadeh",http://arxiv.org/abs/1412.4117v1,http://arxiv.org/pdf/1412.4117v1,"J. Chem. Phys. 142, 014701 (2015)",No comment found,"We perform molecular dynamics simulations to understand the translational and
rotational diffusion of Janus nanoparticles at the interface between two
immiscible fluids. Considering spherical particles with different affinity to
fluid phases, both their dynamics as well as the fluid structure around them
are evaluated as a function of particle size, amphiphilicity, fluid density,
and interfacial tension. We show that as the particle amphiphilicity increases
due to enhanced wetting of each side with its favorite fluid, the rotational
thermal motion decreases. Moreover, the in-plane diffusion of nanoparticles at
the interface becomes slower for more amphiphilic particles, mainly due to
formation of a denser adsorption layer. The particles induce an ordered
structure in the surrounding fluid that becomes more pronounced for highly
amphiphilic nanoparticles, leading to increased resistance against nanoparticle
motion. A similar phenomenon is observed for homogeneous particles diffusing in
bulk upon increasing their wettability. Our findings can provide fundamental
insight into the dynamics of drugs and protein molecules with anisotropic
surface properties at biological interfaces including cell membranes."
1502.06464v2,Rectified Factor Networks,2015-02-23T15:44:37Z,"Djork-Arné Clevert, Andreas Mayr, Thomas Unterthiner, Sepp Hochreiter",http://arxiv.org/abs/1502.06464v2,http://arxiv.org/pdf/1502.06464v2,Advances in Neural Information Processing Systems 28 (NIPS 2015),9 pages + 49 pages supplement,"We propose rectified factor networks (RFNs) to efficiently construct very
sparse, non-linear, high-dimensional representations of the input. RFN models
identify rare and small events in the input, have a low interference between
code units, have a small reconstruction error, and explain the data covariance
structure. RFN learning is a generalized alternating minimization algorithm
derived from the posterior regularization method which enforces non-negative
and normalized posterior means. We proof convergence and correctness of the RFN
learning algorithm. On benchmarks, RFNs are compared to other unsupervised
methods like autoencoders, RBMs, factor analysis, ICA, and PCA. In contrast to
previous sparse coding methods, RFNs yield sparser codes, capture the data's
covariance structure more precisely, and have a significantly smaller
reconstruction error. We test RFNs as pretraining technique for deep networks
on different vision datasets, where RFNs were superior to RBMs and
autoencoders. On gene expression data from two pharmaceutical drug discovery
studies, RFNs detected small and rare gene modules that revealed highly
relevant new biological insights which were so far missed by other unsupervised
methods."
1506.01044v2,"Structure and Dynamics of Poly(methacrylic acid) and Its Interpolymer
  Complex Probed by Covalently Bound Rhodamine-123",2015-06-02T20:24:18Z,K. Durai Murugan,http://arxiv.org/abs/1506.01044v2,http://arxiv.org/pdf/1506.01044v2,No journal ref found,No comment found,"The dynamics and structural characteristics of polymethacrylic acid bound
rhodamine-123 (PMAAR123) and its interpolymer complex with
poly(vinylpyrrolidone) were investigated using single molecular fluorescence
studies. The time resolved fluorescence anisotropy decay of PMAA-R123 at
different pH exhibits an associated anisotropy decay behavior characteristic of
two different environments experienced by the fluorophore and decays with one
shorter and another longer lifetime components. The anisotropy decay retains
normal bi-exponential behavior under neutral pH. Fluorescence correlation
spectroscopic investigation reveals that the attached fluorophore undergoes
hydrolysis under basic condition which results in the release of the
fluorophore from the polymer backbone. Shrinkage in the hydrodynamic radius of
PMAA is observed on addition of the complementary polymer PVP which is
attributed to the formation compact solubilized nanoparticle like aggregates.
The size of particle further decreases on the addition of NaCl. The detailed
results show that these complexes have potential for use as drug-delivery
system under physiological conditions."
1508.06077v1,"New Field Model of Polymer/Nanoparticle Mixture-Realizing Discreteness
  in the Continuous Description",2015-08-25T09:06:03Z,"Hui-shu Li, Bo-kai Zhang, Jian Li, Wen-de Tian, Kang Chen",http://arxiv.org/abs/1508.06077v1,http://arxiv.org/pdf/1508.06077v1,"Scientific Reports 6, 20355 (2016)",No comment found,"Field-theoretical method is efficient in predicting the assembling structures
of polymeric systems. However, for the polymer/nanoparticle mixture, the
continuous density description is not suitable to capture the realistic
assembly of particles, especially when the size of particle is much larger than
the polymer segment. Here, we developed a field-based model, in which the
particles are eventually discrete and hence it can overcome the drawbacks of
the conventional field descriptions, e.g., inadequate and crude treatment on
the polymer-particle interface and the excluded-volume interaction. We applied
the model to study the simplest system of nanoparticles immersed in dense
homopolymer solution. Our model can address the depletion effect and
interfacial interaction in a more delicate way. Insights into the enthalpic
and/or entropic origin of the structural variation due to the competition
between depletion and interfacial interaction are obtained. New phenomena such
as depletion-enhanced bridging aggregation are observed in the case of strong
interfacial attraction and large depletion length. This approach is readily
extendable to studying more complex polymer-based nanocomposites or
biology-related systems, such as dendrimer/drug encapsulation and
membrane/particle assembly."
1510.08467v2,"Existence, Bifurcation, and Geometric Evolution of Quasi-Bilayers in the
  Multicomponent Functionalized Cahn-Hilliard Equation",2015-10-28T20:13:08Z,"Keith Promislow, Qiliang Wu",http://arxiv.org/abs/1510.08467v2,http://arxiv.org/pdf/1510.08467v2,No journal ref found,40 pages; 8 figures,"Multicomponent bilayer structures arise as the ubiquitous plasma membrane in
cellular biology and as blends of amphiphilic copolymers used in electrolyte
membranes, drug delivery, and emulsion stabilization within the context of
synthetic chemistry. We develop the multicomponent functionalized Cahn-Hilliard
(mFCH) free energy as a model which allows competition between bilayers with
distinct composition and between bilayers and higher codimensional structures,
such as co-dimension two filaments and co-dimension three micelles. We
investigate the stability and slow geometric evolution of multicomponent
bilayer interfaces within the context of gradient flows of the mFCH, addressing
the impact of aspect ratio of the lipid/copolymer unit on the intrinsic
curvature and the codimensional bifurcation. In particular we derive a
Canham-Helfrich sharp interface energy whose intrinsic curvature arises through
a Melnikov parameter associated to lipid aspect ratio. We construct asymmetric
homoclinic bilayer profiles via a billiard limit potential and show that the
dominant co-dimensional bifurcation mechanism is via the layer-by-layer
pearling observed experimentally."
1702.06187v4,"Global stability with selection in integro-differential Lotka-Volterra
  systems modelling trait-structured populations",2017-02-17T15:22:05Z,"Camille Pouchol, Emmanuel Trélat",http://arxiv.org/abs/1702.06187v4,http://arxiv.org/pdf/1702.06187v4,No journal ref found,No comment found,"We analyse the asymptotic behaviour of integro-differential equations
modelling $N$ populations in interaction, all structured by different traits.
Interactions are modelled by non-local terms involving linear combinations of
the total number of individuals in each population. These models have already
been shown to be suitable for the modelling of drug resistance in cancer, and
they generalise the usual Lotka-Volterra ordinary differential equations. Our
aim is to give conditions under which there is persistence of all species.
Through the analysis of a Lyapunov function, our first main result gives a
simple and general condition on the matrix of interactions, together with a
convergence rate. The second main result establishes another type of condition
in the specific case of mutualistic interactions. When either of these
conditions is met, we describe which traits are asymptotically selected."
